Time,Steel Center,Steel Surface,Copper Surface,Copper Center,P 5,P 6,P 7,P 8,P 9,P 10
12.829,33.047485,35.881226,47.054295,46.918076,,,,,,
13.188,33.316605,36.208221,47.351158,47.222885,,,,,,
13.551,33.586056,36.550877,47.645039,47.534966,,,,,,
13.901,33.835808,36.841076,47.900101,47.800564,,,,,,
14.256,34.118282,37.166199,48.182178,48.072002,,,,,,
14.606,34.397869,37.495087,48.447281,48.332584,,,,,,
14.968,34.672157,37.813305,48.696354,48.599148,,,,,,
15.33,34.973145,38.144646,48.961182,48.867077,,,,,,
15.692,35.264923,38.461246,49.217098,49.118034,,,,,,
16.04,35.548866,38.776253,49.466087,49.363369,,,,,,
16.391,35.822296,39.073891,49.698795,49.594166,,,,,,
16.747,36.113022,39.384468,49.945553,49.83445,,,,,,
17.106,36.421181,39.690598,50.181725,50.066544,,,,,,
17.455,36.696484,39.990921,50.407936,50.299755,,,,,,
17.812,36.990139,40.288174,50.641422,50.526779,,,,,,
18.161,37.28236,40.588428,50.86208,50.751175,,,,,,
18.524,37.56889,40.886784,51.066853,50.962936,,,,,,
18.886,37.885906,41.183338,51.273647,51.184299,,,,,,
19.25,38.16552,41.474815,51.458206,51.363037,,,,,,
19.612,38.479809,41.779739,51.670574,51.575226,,,,,,
19.962,38.734249,42.036922,51.837498,51.746517,,,,,,
20.316,39.031727,42.319866,52.038437,51.940342,,,,,,
20.662,39.297031,42.580128,52.202694,52.113506,,,,,,
21.024,39.589939,42.852829,52.382488,52.281643,,,,,,
21.385,39.876663,43.125137,52.551811,52.451866,,,,,,
21.747,40.158382,43.390949,52.692787,52.615143,,,,,,
22.097,40.415146,43.636604,52.841301,52.750923,,,,,,
22.456,40.685585,43.891678,52.969318,52.898205,,,,,,
22.817,40.96719,44.142033,53.119591,53.052818,,,,,,
23.179,41.24511,44.406342,53.278038,53.203293,,,,,,
23.529,41.484413,44.635143,53.405334,53.336872,,,,,,
23.886,41.754726,44.87875,53.543156,53.476437,,,,,,
24.234,42.025391,45.114391,53.682507,53.620556,,,,,,
24.598,42.272892,45.351395,53.81226,53.747952,,,,,,
24.961,42.537987,45.58923,53.94334,53.872143,,,,,,
25.325,42.791168,45.804733,54.067406,53.989536,,,,,,
25.687,43.051952,46.043819,54.191235,54.127403,,,,,,
26.033,43.270454,46.24659,54.296204,54.242733,,,,,,
26.391,43.508137,46.453991,54.417652,54.351475,,,,,,
26.753,43.764797,46.680729,54.545696,54.482124,,,,,,
27.116,43.997585,46.885509,54.666832,54.59573,,,,,,
27.478,44.231075,47.092541,54.783772,54.716351,,,,,,
27.841,44.455032,47.301041,54.888008,54.825336,,,,,,
28.19,44.674927,47.489788,54.989841,54.92783,,,,,,
28.542,44.907707,47.687008,55.084583,55.028824,,,,,,
28.901,45.120815,47.868187,55.182281,55.125889,,,,,,
29.265,45.349422,48.076366,55.286861,55.229187,,,,,,
29.615,45.54594,48.237164,55.375099,55.312916,,,,,,
29.973,45.764107,48.430637,55.472382,55.405693,,,,,,
30.32,45.961018,48.597755,55.550159,55.48735,,,,,,
30.684,46.168472,48.792816,55.645451,55.590179,,,,,,
31.051,46.384178,48.96125,55.734291,55.680965,,,,,,
31.411,46.57439,49.137012,55.820301,55.760105,,,,,,
31.773,46.77993,49.309532,55.912617,55.852001,,,,,,
32.118,46.947186,49.446808,55.982414,55.92675,,,,,,
32.476,47.160553,49.634346,56.080181,56.024525,,,,,,
32.84,47.338398,49.788067,56.158123,56.097107,,,,,,
33.205,47.536018,49.942142,56.228935,56.150951,,,,,,
33.568,47.713543,50.10928,56.290562,56.236221,,,,,,
33.931,47.880299,50.242889,56.347019,56.285809,,,,,,
34.279,48.063499,50.404186,56.415627,56.357643,,,,,,
34.639,48.243279,50.554054,56.475121,56.416931,,,,,,
35.001,48.420303,50.688831,56.53046,56.478931,,,,,,
35.365,48.586548,50.831558,56.585968,56.531441,,,,,,
35.719,48.735962,50.959278,56.639965,56.589306,,,,,,
36.079,48.915398,51.106712,56.707916,56.659626,,,,,,
36.429,49.075485,51.250511,56.775303,56.719082,,,,,,
36.787,49.212326,51.370087,56.828194,56.777985,,,,,,
37.145,49.376404,51.50856,56.885647,56.834156,,,,,,
37.506,49.533333,51.624973,56.938671,56.889545,,,,,,
37.867,49.672535,51.758633,56.995922,56.938435,,,,,,
38.213,49.819393,51.870033,57.047668,56.994263,,,,,,
38.591,49.978855,52.004398,57.108028,57.042187,,,,,,
38.949,50.116158,52.124714,57.157501,57.107105,,,,,,
39.309,50.267036,52.236702,57.202175,57.145565,,,,,,
39.669,50.395176,52.343586,57.239239,57.181774,,,,,,
40.018,50.540722,52.450726,57.278721,57.224907,,,,,,
40.382,50.660694,52.561821,57.307133,57.267689,,,,,,
40.736,50.800266,52.679695,57.366081,57.317852,,,,,,
41.095,50.93766,52.794754,57.418404,57.37125,,,,,,
41.458,51.055267,52.884277,57.452927,57.406631,,,,,,
41.815,51.184303,53.00119,57.48912,57.454189,,,,,,
42.177,51.303684,53.090988,57.536373,57.479156,,,,,,
42.526,51.432144,53.189625,57.570339,57.526196,,,,,,
42.889,51.556389,53.295307,57.616234,57.569954,,,,,,
43.246,51.664497,53.394207,57.639778,57.599285,,,,,,
43.608,51.777042,53.475067,57.679935,57.625309,,,,,,
43.974,51.911667,53.587452,57.72139,57.682617,,,,,,
44.321,52.007442,53.663063,57.74715,57.695312,,,,,,
44.678,52.101658,53.752232,57.772026,57.727047,,,,,,
45.039,52.227695,53.844646,57.807419,57.763725,,,,,,
45.401,52.333038,53.931755,57.853191,57.799862,,,,,,
45.765,52.451015,54.018528,57.868019,57.819191,,,,,,
46.13,52.547653,54.097408,57.88744,57.848251,,,,,,
46.481,52.660297,54.184277,57.931084,57.879047,,,,,,
46.834,52.733322,54.252991,57.943859,57.893326,,,,,,
47.193,52.842659,54.336361,57.98983,57.936302,,,,,,
47.555,52.945412,54.419422,58.001888,57.958641,,,,,,
47.93,53.042198,54.505161,58.031818,57.985146,,,,,,
48.295,53.145374,54.58112,58.051617,58.011372,,,,,,
48.646,53.227467,54.648338,58.078156,58.027206,,,,,,
49.012,53.314266,54.713142,58.085823,58.043221,,,,,,
49.363,53.415733,54.792156,58.104618,58.066517,,,,,,
49.723,53.490623,54.856083,58.127693,58.081886,,,,,,
50.072,53.570087,54.925438,58.145683,58.114433,,,,,,
50.423,53.661846,54.990261,58.172234,58.129642,,,,,,
50.784,53.740025,55.058342,58.179344,58.145741,,,,,,
51.15,53.8321,55.121124,58.207947,58.173489,,,,,,
51.513,53.907227,55.185524,58.221897,58.176525,,,,,,
51.875,53.991394,55.253559,58.236263,58.204163,,,,,,
52.236,54.068176,55.314453,58.259796,58.218925,,,,,,
52.582,54.147247,55.382149,58.28347,58.244736,,,,,,
52.933,54.220573,55.435299,58.292252,58.256733,,,,,,
53.291,54.310505,55.499428,58.32309,58.275158,,,,,,
53.656,54.377895,55.54924,58.337337,58.303745,,,,,,
54.006,54.435177,55.602741,58.346912,58.308186,,,,,,
54.371,54.514111,55.66774,58.366646,58.330276,,,,,,
54.737,54.576969,55.723579,58.389263,58.341553,,,,,,
55.102,54.663795,55.77969,58.402306,58.35973,,,,,,
55.458,54.718182,55.827297,58.41032,58.368389,,,,,,
55.819,54.793171,55.885796,58.424252,58.390881,,,,,,
56.169,54.851974,55.920837,58.425114,58.400299,,,,,,
56.53,54.919411,55.987705,58.456802,58.422363,,,,,,
56.895,54.975571,56.031933,58.466602,58.424034,,,,,,
57.261,55.052559,56.092655,58.488117,58.448547,,,,,,
57.627,55.106995,56.129795,58.487019,58.447018,,,,,,
57.974,55.177002,56.18055,58.510815,58.471245,,,,,,
58.34,55.226086,56.208271,58.499916,58.48024,,,,,,
58.702,55.286633,56.270424,58.525871,58.499779,,,,,,
59.068,55.342213,56.309364,58.533207,58.500267,,,,,,
59.433,55.404682,56.363773,58.558308,58.521946,,,,,,
59.798,55.453152,56.408291,58.556446,58.529922,,,,,,
60.147,55.525089,56.443813,58.573219,58.541992,,,,,,
60.501,55.575699,56.493473,58.585472,58.552322,,,,,,
60.861,55.623047,56.524639,58.587646,58.560486,,,,,,
61.228,55.672092,56.571884,58.601776,58.568199,,,,,,
61.593,55.717804,56.603783,58.609818,58.563194,,,,,,
61.957,55.772827,56.660004,58.623058,58.584137,,,,,,
62.306,55.833855,56.686588,58.643127,58.609768,,,,,,
62.671,55.87418,56.733284,58.635128,58.60947,,,,,,
63.032,55.932194,56.776615,58.664619,58.621639,,,,,,
63.393,55.975986,56.811539,58.648746,58.622658,,,,,,
63.756,56.027653,56.837593,58.661667,58.628952,,,,,,
64.101,56.064121,56.868427,58.66695,58.636158,,,,,,
64.467,56.125168,56.918873,58.676174,58.648376,,,,,,
64.838,56.167858,56.94648,58.688938,58.651947,,,,,,
65.206,56.205082,56.972065,58.692204,58.65564,,,,,,
65.558,56.252151,57.009201,58.695225,58.673203,,,,,,
65.916,56.281387,57.043114,58.703373,58.670231,,,,,,
66.263,56.325321,57.069832,58.712902,58.678265,,,,,,
66.631,56.372337,57.10627,58.716518,58.690006,,,,,,
66.989,56.413647,57.136803,58.726006,58.688805,,,,,,
67.352,56.442356,57.1614,58.731503,58.688953,,,,,,
67.711,56.487564,57.201397,58.723278,58.703823,,,,,,
68.081,56.53289,57.235516,58.743832,58.722668,,,,,,
68.43,56.569839,57.257408,58.745567,58.710503,,,,,,
68.792,56.612469,57.283905,58.758095,58.723671,,,,,,
69.142,56.634644,57.303047,58.748322,58.723309,,,,,,
69.5,56.671021,57.333378,58.753555,58.735386,,,,,,
69.864,56.723019,57.367737,58.77906,58.749344,,,,,,
70.213,56.748562,57.395393,58.770729,58.739731,,,,,,
70.577,56.780571,57.415577,58.78701,58.749813,,,,,,
70.941,56.824322,57.446842,58.78656,58.758553,,,,,,
71.305,56.862682,57.476585,58.793568,58.760647,,,,,,
71.658,56.899036,57.494686,58.801147,58.77293,,,,,,
72.017,56.923122,57.527744,58.801846,58.77256,,,,,,
72.368,56.95631,57.542038,58.801144,58.767151,,,,,,
72.718,56.980537,57.564308,58.799419,58.766071,,,,,,
73.076,57.023285,57.59137,58.814663,58.784946,,,,,,
73.439,57.046837,57.612968,58.818039,58.787258,,,,,,
73.802,57.064602,57.626644,58.813515,58.785511,,,,,,
74.166,57.100391,57.655109,58.819046,58.796387,,,,,,
74.527,57.1376,57.673641,58.827065,58.792221,,,,,,
74.889,57.170139,57.698868,58.830647,58.79858,,,,,,
75.239,57.193733,57.717297,58.829369,58.808849,,,,,,
75.598,57.229145,57.749462,58.844582,58.817432,,,,,,
75.961,57.245136,57.762226,58.838509,58.802383,,,,,,
76.309,57.282696,57.779186,58.852444,58.820381,,,,,,
76.673,57.302116,57.792591,58.84124,58.804901,,,,,,
77.033,57.317467,57.821419,58.856331,58.825336,,,,,,
77.395,57.366096,57.846447,58.871479,58.841553,,,,,,
77.748,57.378353,57.849483,58.858051,58.821712,,,,,,
78.107,57.404205,57.874031,58.861389,58.818424,,,,,,
78.457,57.43185,57.892227,58.858391,58.825687,,,,,,
78.807,57.456795,57.913727,58.870449,58.834751,,,,,,
79.166,57.488178,57.933945,58.869686,58.844677,,,,,,
79.529,57.505993,57.954529,58.880402,58.84214,,,,,,
79.892,57.521492,57.963165,58.873631,58.8405,,,,,,
80.256,57.557308,57.988033,58.889057,58.85165,,,,,,
80.616,57.575527,58.00581,58.885857,58.862129,,,,,,
80.978,57.596836,58.016186,58.89386,58.859447,,,,,,
81.327,57.61375,58.033943,58.883163,58.867344,,,,,,
81.685,57.642212,58.060665,58.885479,58.866028,,,,,,
82.034,57.650082,58.062321,58.886276,58.863407,,,,,,
82.39,57.687302,58.069759,58.896698,58.870193,,,,,,
82.753,57.700531,58.086834,58.896217,58.871208,,,,,,
83.117,57.727692,58.107121,58.900658,58.870094,,,,,,
83.481,57.753384,58.125946,58.902786,58.875427,,,,,,
83.848,57.768433,58.140987,58.918446,58.878262,,,,,,
84.207,57.79121,58.158398,58.904842,58.881115,,,,,,
84.557,57.795113,58.163155,58.905102,58.877956,,,,,,
84.909,57.820583,58.181755,58.911068,58.874092,,,,,,
85.266,57.842621,58.196293,58.915325,58.883266,,,,,,
85.628,57.870651,58.212532,58.919147,58.884953,,,,,,
85.976,57.876694,58.214718,58.90979,58.88393,,,,,,
86.341,57.894375,58.224045,58.91547,58.890461,,,,,,
86.703,57.916943,58.248734,58.922604,58.891186,,,,,,
87.065,57.920742,58.253174,58.910797,58.889423,,,,,,
87.414,57.964256,58.27462,58.931572,58.901863,,,,,,
87.773,57.963676,58.2841,58.91753,58.898296,,,,,,
88.122,57.972855,58.295624,58.927547,58.889717,,,,,,
88.472,58.001945,58.309082,58.933506,58.906792,,,,,,
88.832,58.025692,58.316982,58.929642,58.906986,,,,,,
89.195,58.02927,58.335102,58.932999,58.898376,,,,,,
89.555,58.045399,58.345234,58.927944,58.901016,,,,,,
89.912,58.068924,58.359547,58.932198,58.908043,,,,,,
90.272,58.089226,58.379837,58.9328,58.913139,,,,,,
90.62,58.096256,58.373596,58.926357,58.903275,,,,,,
90.971,58.102715,58.387543,58.939434,58.913143,,,,,,
91.327,58.129791,58.397274,58.932056,58.913036,,,,,,
91.688,58.127911,58.406307,58.936806,58.907951,,,,,,
92.036,58.158337,58.421314,58.94389,58.91333,,,,,,
92.4,58.17506,58.416424,58.942211,58.911434,,,,,,
92.767,58.184875,58.437572,58.944962,58.916321,,,,,,
93.129,58.206226,58.448002,58.957516,58.927811,,,,,,
93.48,58.203381,58.443661,58.931808,58.912785,,,,,,
93.84,58.220333,58.468094,58.947243,58.915825,,,,,,
94.188,58.239079,58.481483,58.957199,58.928135,,,,,,
94.552,58.245735,58.49712,58.960213,58.930294,,,,,,
94.916,58.257412,58.484619,58.952427,58.921867,,,,,,
95.28,58.280289,58.507706,58.956898,58.930397,,,,,,
95.643,58.295135,58.502865,58.962536,58.9277,,,,,,
95.988,58.300938,58.51572,58.964909,58.935417,,,,,,
96.351,58.309425,58.519714,58.959496,58.925728,,,,,,
96.715,58.317528,58.528027,58.962032,58.930828,,,,,,
97.065,58.330326,58.543816,58.960068,58.935062,,,,,,
97.423,58.345844,58.549065,58.960396,58.931118,,,,,,
97.787,58.345982,58.556473,58.949852,58.926556,,,,,,
98.136,58.369774,58.57127,58.963142,58.938137,,,,,,
98.501,58.379791,58.566959,58.965244,58.936607,,,,,,
98.867,58.384274,58.572079,58.960316,58.930397,,,,,,
99.232,58.408005,58.58297,58.957733,58.939781,,,,,,
99.582,58.421204,58.610279,58.974125,58.949551,,,,,,
99.936,58.424812,58.602337,58.967899,58.941185,,,,,,
100.282,58.442715,58.619381,58.970615,58.947319,,,,,,
100.643,58.44978,58.627941,58.972115,58.948395,,,,,,
101.005,58.459656,58.623272,58.976639,58.939667,,,,,,
101.369,58.452972,58.623005,58.963123,58.940681,,,,,,
101.731,58.466621,58.638145,58.970135,58.943848,,,,,,
102.079,58.483105,58.645214,58.974632,58.942791,,,,,,
102.441,58.501884,58.660999,58.973099,58.944031,,,,,,
102.806,58.5061,58.653664,58.968758,58.936275,,,,,,
103.157,58.513828,58.660965,58.974342,58.952972,,,,,,
103.515,58.515903,58.654911,58.976418,58.943077,,,,,,
103.866,58.528267,58.670052,58.972103,58.950947,,,,,,
104.207,58.548985,58.688625,58.978485,58.950916,,,,,,
104.565,58.556103,58.685051,58.984314,58.939648,,,,,,
104.93,58.556534,58.695961,58.975555,58.94585,,,,,,
105.294,58.559032,58.692684,58.976128,58.948772,,,,,,
105.647,58.578892,58.715961,58.991272,58.9496,,,,,,
106.007,58.582535,58.711689,58.981663,58.956444,,,,,,
106.356,58.593849,58.715519,58.98378,58.952152,,,,,,
106.717,58.587555,58.716068,58.986252,58.947144,,,,,,
107.068,58.598053,58.723999,58.975372,58.954216,,,,,,
107.43,58.603313,58.728615,58.977848,58.954342,,,,,,
107.793,58.625523,58.725807,58.978249,58.952816,,,,,,
108.155,58.637539,58.74744,58.98299,58.960762,,,,,,
108.503,58.639889,58.743378,58.981922,58.965679,,,,,,
108.867,58.647236,58.744949,58.985844,58.954212,,,,,,
109.217,58.666504,58.754166,58.986507,58.962784,,,,,,
109.584,58.661209,58.762981,58.992542,58.959633,,,,,,
109.948,58.656967,58.754681,58.981037,58.962444,,,,,,
110.297,58.677624,58.773621,58.990139,58.957657,,,,,,
110.663,58.689274,58.770515,58.994946,58.968231,,,,,,
111.027,58.701195,58.793125,58.999592,58.968819,,,,,,
111.391,58.700691,58.783001,58.997379,58.964043,,,,,,
111.742,58.705544,58.786358,58.990051,58.958851,,,,,,
112.101,58.719425,58.795536,59.004566,58.973793,,,,,,
112.451,58.723995,58.813572,59.003578,58.977077,,,,,,
112.801,58.730637,58.816578,59.002949,58.971962,,,,,,
113.161,58.730686,58.800381,58.994453,58.963253,,,,,,
113.525,58.734863,58.809261,58.991577,58.969566,,,,,,
113.887,58.730896,58.812561,58.999577,58.960896,,,,,,
114.236,58.74897,58.811821,58.991783,58.9702,,,,,,
114.6,58.758808,58.821445,58.999268,58.977898,,,,,,
114.963,58.759342,58.828606,59.003006,58.96347,,,,,,
115.311,58.775017,58.832092,59.000298,58.975506,,,,,,
115.669,58.773197,58.8307,59.007668,58.967278,,,,,,
116.019,58.773426,58.833923,58.988663,58.973492,,,,,,
116.371,58.797623,58.848286,59.000885,58.972248,,,,,,
116.732,58.798004,58.841187,58.997208,58.962585,,,,,,
117.096,58.794373,58.847599,58.997208,58.969212,,,,,,
117.457,58.800762,58.859547,59.009151,58.973034,,,,,,
117.816,58.825424,58.858559,59.015854,58.985725,,,,,,
118.174,58.813271,58.869274,59.005199,58.981907,,,,,,
118.522,58.821468,58.849686,59.005062,58.97258,,,,,,
118.886,58.83411,58.872158,59.012997,58.984573,,,,,,
119.251,58.832359,58.871475,59.00676,58.975346,,,,,,
119.614,58.844051,58.868633,59.007336,58.98148,,,,,,
119.976,58.842781,58.891941,59.019741,58.987045,,,,,,
120.322,58.859852,58.879517,59.002617,58.987232,,,,,,
120.684,58.845825,58.881733,59.006973,58.968079,,,,,,
121.049,58.85482,58.874912,58.998653,58.972584,,,,,,
121.401,58.857891,58.885036,59.019676,58.97694,,,,,,
121.76,58.865772,58.897408,59.008751,58.988235,,,,,,
122.11,58.86095,58.895149,59.012474,58.976788,,,,,,
122.474,58.88023,58.903103,59.015942,58.988586,,,,,,
122.84,58.89431,58.905636,59.017834,58.996464,,,,,,
123.204,58.891434,58.917507,59.014957,58.989529,,,,,,
123.567,58.880764,58.906837,59.010487,58.987835,,,,,,
123.918,58.886459,58.897358,59.006779,58.975368,,,,,,
124.278,58.907867,58.924538,59.027328,58.997627,,,,,,
124.628,58.902637,58.930424,59.015049,58.995392,,,,,,
124.979,58.91592,58.927032,59.018925,58.997555,,,,,,
125.337,58.91428,58.926247,59.022415,58.993778,,,,,,
125.702,58.915058,58.924248,59.015285,58.990498,,,,,,
126.052,58.930607,58.92783,59.01545,58.994507,,,,,,
126.416,58.941143,58.936657,59.027905,59.001408,,,,,,
126.779,58.927715,58.931988,59.013836,58.996529,,,,,,
127.143,58.935825,58.936466,59.019596,58.989037,,,,,,
127.493,58.933514,58.938427,59.01643,58.988651,,,,,,
127.852,58.947521,58.940041,59.026588,58.991329,,,,,,
128.202,58.952881,58.957581,59.024895,59.003315,,,,,,
128.567,58.956478,58.949211,59.018665,58.992382,,,,,,
128.932,58.959126,58.956131,59.034771,59.009129,,,,,,
129.297,58.957882,58.954464,59.027546,58.993999,,,,,,
129.661,58.969284,58.959881,59.023991,59.003689,,,,,,
130.008,58.972195,58.959801,59.015575,58.995701,,,,,,
130.367,58.981834,58.961105,59.017521,58.997433,,,,,,
130.732,58.975533,58.963352,59.027889,58.996689,,,,,,
131.097,58.977383,58.953873,59.024181,58.989349,,,,,,
131.462,58.975445,58.957706,59.022457,58.990406,,,,,,
131.826,58.991646,58.970703,59.018784,58.995922,,,,,,
132.174,58.986759,58.96368,59.029072,58.995522,,,,,,
132.526,58.995152,58.9678,59.028275,58.98233,,,,,,
132.886,58.992882,58.968948,59.021946,58.992668,,,,,,
133.25,59.017441,58.981327,59.031757,59.008892,,,,,,
133.615,59.004971,58.973557,59.023987,58.990868,,,,,,
133.98,59.014881,58.983467,59.026207,58.990093,,,,,,
134.328,59.0103,58.985512,59.034233,59.001114,,,,,,
134.693,59.015388,58.982265,59.032909,58.995087,,,,,,
135.047,59.018299,58.98988,59.040096,59.004196,,,,,,
135.408,59.01675,58.982773,59.025299,58.99004,,,,,,
135.772,59.014942,58.986523,59.026482,58.994003,,,,,,
136.119,59.028614,58.995277,59.033527,59.00703,,,,,,
136.476,59.029907,58.992298,59.02478,58.999352,,,,,,
136.837,59.041481,58.988274,59.02396,58.99725,,,,,,
137.198,59.046726,59.009758,59.028561,59.002918,,,,,,
137.56,59.040401,58.994884,59.028221,58.998093,,,,,,
137.924,59.046429,59.005615,59.043438,59.0116,,,,,,
138.274,59.046371,59.002354,59.04039,59.011971,,,,,,
138.626,59.046593,59.011974,59.041462,58.998726,,,,,,
138.985,59.052105,59.016422,59.039074,59.011936,,,,,,
139.349,59.055756,59.003189,59.033535,59.005116,,,,,,
139.701,59.059566,59.020039,59.032433,59.009567,,,,,,
140.06,59.063148,59.016994,59.033661,59.007164,,,,,,
140.41,59.075825,59.021122,59.048687,59.021763,,,,,,
140.774,59.061871,59.011017,59.038368,59.007812,,,,,,
141.142,59.073097,59.02972,59.048313,59.023525,,,,,,
141.517,59.079647,59.024517,59.037552,59.012337,,,,,,
141.878,59.08128,59.028076,59.045597,59.022095,,,,,,
142.226,59.079662,59.03009,59.035648,59.014492,,,,,,
142.591,59.084076,59.039417,59.040272,59.021896,,,,,,
142.955,59.081356,59.032852,59.036911,59.011909,,,,,,
143.317,59.09174,59.029774,59.035755,59.010117,,,,,,
143.674,59.091633,59.031166,59.038002,59.011932,,,,,,
144.034,59.087036,59.035328,59.046227,59.010971,,,,,,
144.384,59.101715,59.046589,59.042103,59.026932,,,,,,
144.735,59.097588,59.033485,59.042461,59.010838,,,,,,
145.094,59.111019,59.038586,59.050339,59.020851,,,,,,
145.459,59.088768,59.027874,59.042618,59.002872,,,,,,
145.823,59.098812,59.032574,59.047318,59.023602,,,,,,
146.188,59.115459,59.035763,59.054993,59.018242,,,,,,
146.552,59.113968,59.045383,59.041752,59.021664,,,,,,
146.914,59.109604,59.048496,59.049778,59.024563,,,,,,
147.263,59.117867,59.049709,59.045864,59.011887,,,,,,
147.623,59.122498,59.049641,59.042374,59.021008,,,,,,
147.972,59.120262,59.041634,59.046124,59.026035,,,,,,
148.323,59.123238,59.044823,59.04995,59.020035,,,,,,
148.684,59.113415,59.046112,59.0397,59.013203,,,,,,
149.046,59.124962,59.052105,59.04826,59.02454,,,,,,
149.407,59.120056,59.05489,59.050186,59.023479,,,,,,
149.762,59.138218,59.068996,59.060448,59.029896,,,,,,
150.121,59.143295,59.059116,59.049072,59.032406,,,,,,
150.468,59.131176,59.057892,59.048489,59.026268,,,,,,
150.82,59.144444,59.064964,59.050434,59.032913,,,,,,
151.176,59.146233,59.065472,59.053722,59.023594,,,,,,
151.535,59.140377,59.065174,59.051285,59.027565,,,,,,
151.896,59.140415,59.056019,59.047047,59.028885,,,,,,
152.258,59.148243,59.069618,59.056801,59.030304,,,,,,
152.617,59.1609,59.066895,59.053432,59.037621,,,,,,
152.977,59.149334,59.068573,59.059174,59.030968,,,,,,
153.333,59.154675,59.068146,59.060455,59.042934,,,,,,
153.692,59.152203,59.065887,59.045589,59.020588,,,,,,
154.039,59.151524,59.070763,59.056019,59.031662,,,,,,
154.391,59.165512,59.072147,59.05933,59.02792,,,,,,
154.748,59.155258,59.07172,59.055695,59.03027,,,,,,
155.109,59.159981,59.075806,59.053368,59.034992,,,,,,
155.47,59.161221,59.078114,59.060165,59.030891,,,,,,
155.827,59.172104,59.071266,59.050755,59.033443,,,,,,
156.187,59.173023,59.082867,59.047184,59.03009,,,,,,
156.536,59.166435,59.079697,59.061749,59.035252,,,,,,
156.886,59.180489,59.084564,59.071957,59.041191,,,,,,
157.245,59.168034,59.08279,59.060356,59.03664,,,,,,
157.609,59.17886,59.081867,59.061142,59.047253,,,,,,
157.974,59.180756,59.089745,59.06282,59.040813,,,,,,
158.342,59.17136,59.07629,59.054279,59.035049,,,,,,
158.689,59.172211,59.096794,59.060684,59.040386,,,,,,
159.053,59.178265,59.085758,59.053284,59.033836,,,,,,
159.405,59.186459,59.086475,59.072372,59.040535,,,,,,
159.764,59.185448,59.087387,59.06004,59.037388,,,,,,
160.114,59.199493,59.098873,59.082848,59.056568,,,,,,
160.486,59.18856,59.093063,59.060585,59.036869,,,,,,
160.845,59.187199,59.09042,59.065636,59.040848,,,,,,
161.211,59.194141,59.095016,59.07066,59.045872,,,,,,
