Time,Steel Center,Steel Surface,Copper Surface,Copper Center,P 5,P 6,P 7,P 8,P 9,P 10
67.172,55.664898,56.608707,58.565536,58.517841,,,,,,
67.536,55.710453,56.640873,58.57299,58.534279,,,,,,
67.898,55.753613,56.671509,58.570152,58.543846,,,,,,
68.246,55.796413,56.7005,58.591343,58.556698,,,,,,
68.602,55.850784,56.742764,58.602661,58.563526,,,,,,
68.963,55.88673,56.767704,58.616608,58.577686,,,,,,
69.327,55.933098,56.805626,58.621254,58.589607,,,,,,
69.677,55.970955,56.850071,58.639248,58.603966,,,,,,
70.031,56.013893,56.873631,58.652039,58.618893,,,,,,
70.376,56.053139,56.908737,58.644905,58.61454,,,,,,
70.74,56.087158,56.928543,58.665501,58.622307,,,,,,
71.103,56.139957,56.97311,58.675495,58.643848,,,,,,
71.467,56.17923,56.995804,58.673317,58.64616,,,,,,
71.83,56.211571,57.02359,58.687328,58.650337,,,,,,
72.176,56.257023,57.053532,58.69537,58.660732,,,,,,
72.535,56.291931,57.08474,58.705532,58.670677,,,,,,
72.899,56.328243,57.110062,58.703407,58.667271,,,,,,
73.262,56.362431,57.12833,58.703449,58.670734,,,,,,
73.626,56.41116,57.167553,58.719681,58.680981,,,,,,
73.988,56.448521,57.191139,58.725025,58.695305,,,,,,
74.338,56.4701,57.219551,58.724918,58.697552,,,,,,
74.692,56.519417,57.248859,58.744522,58.716087,,,,,,
75.052,56.55048,57.278595,58.747025,58.723721,,,,,,
75.417,56.582546,57.289608,58.754158,58.715034,,,,,,
75.774,56.613384,57.315475,58.757294,58.718811,,,,,,
76.136,56.655018,57.342262,58.752796,58.728424,,,,,,
76.485,56.68597,57.366314,58.766953,58.734882,,,,,,
76.849,56.72168,57.390404,58.772381,58.742237,,,,,,
77.214,56.745831,57.408096,58.765228,58.739571,,,,,,
77.579,56.77948,57.44149,58.774162,58.754921,,,,,,
77.942,56.803413,57.456177,58.779408,58.748196,,,,,,
78.288,56.845436,57.499008,58.803963,58.772324,,,,,,
78.646,56.867088,57.500275,58.79689,58.760975,,,,,,
79.011,56.901871,57.530727,58.788364,58.767841,,,,,,
79.381,56.930481,57.550308,58.802555,58.77562,,,,,,
79.745,56.954559,57.564285,58.809658,58.784859,,,,,,
80.108,56.989716,57.594044,58.813057,58.797878,,,,,,
80.456,57.013763,57.603928,58.816929,58.782085,,,,,,
80.809,57.038387,57.633236,58.813042,58.785252,,,,,,
81.168,57.07938,57.657902,58.829315,58.798744,,,,,,
81.532,57.091957,57.677963,58.823036,58.793537,,,,,,
81.896,57.133293,57.693333,58.826832,58.802036,,,,,,
82.259,57.148285,57.708736,58.838142,58.802017,,,,,,
82.61,57.177689,57.721188,58.834534,58.802898,,,,,,
82.974,57.209999,57.750896,58.842381,58.813736,,,,,,
83.326,57.228203,57.772083,58.856255,58.826969,,,,,,
83.682,57.257431,57.789284,58.852474,58.829605,,,,,,
84.041,57.281559,57.803963,58.861568,58.830788,,,,,,
84.386,57.310513,57.82518,58.869064,58.841064,,,,,,
84.737,57.325146,57.842369,58.86591,58.828934,,,,,,
85.098,57.344425,57.854134,58.871243,58.844738,,,,,,
85.462,57.369698,57.868679,58.876354,58.838734,,,,,,
85.828,57.396641,57.891956,58.883343,58.849571,,,,,,
86.191,57.432178,57.904118,58.871971,58.857651,,,,,,
86.541,57.449234,57.920731,58.878723,58.844952,,,,,,
86.895,57.468277,57.93248,58.888954,58.856464,,,,,,
87.252,57.496738,57.955563,58.894897,58.870743,,,,,,
87.612,57.509781,57.965809,58.883537,58.862377,,,,,,
87.973,57.534653,57.98188,58.896378,58.870087,,,,,,
88.336,57.546772,58.002556,58.89201,58.856316,,,,,,
88.686,57.57626,58.014889,58.893211,58.876965,,,,,,
89.049,57.597294,58.03334,58.910774,58.879143,,,,,,
89.408,57.609715,58.039539,58.912048,58.868874,,,,,,
89.766,57.627159,58.053974,58.904659,58.880936,,,,,,
90.114,57.653763,58.080772,58.917736,58.888882,,,,,,
90.464,57.673946,58.083599,58.912224,58.881447,,,,,,
90.821,57.681606,58.09853,58.910675,58.880753,,,,,,
91.182,57.708721,58.100368,58.902893,58.879597,,,,,,
91.542,57.734127,58.131321,58.914135,58.885071,,,,,,
91.904,57.745293,58.132206,58.914806,58.873127,,,,,,
92.267,57.758057,58.151379,58.912365,58.88052,,,,,,
92.617,57.775749,58.165207,58.924038,58.896679,,,,,,
92.97,57.802822,58.188835,58.930534,58.900826,,,,,,
93.331,57.810249,58.185127,58.920418,58.895626,,,,,,
93.694,57.840336,58.19529,58.926933,58.897652,,,,,,
94.057,57.856041,58.207561,58.943462,58.912685,,,,,,
94.419,57.873489,58.231846,58.933308,58.904453,,,,,,
94.767,57.885765,58.230633,58.930599,58.909866,,,,,,
95.133,57.908978,58.245483,58.947994,58.919567,,,,,,
95.493,57.930649,58.258366,58.93821,58.923889,,,,,,
95.855,57.94278,58.26664,58.950531,58.916763,,,,,,
96.202,57.953114,58.275898,58.945457,58.910622,,,,,,
96.552,57.97044,58.300274,58.95356,58.921078,,,,,,
96.91,57.987484,58.305325,58.956257,58.926121,,,,,,
97.271,57.990349,58.305618,58.950138,58.919147,,,,,,
97.631,58.013451,58.315441,58.953964,58.931313,,,,,,
97.99,58.02084,58.32946,58.955147,58.914967,,,,,,
98.35,58.039494,58.342327,58.959023,58.929104,,,,,,
98.698,58.058334,58.354954,58.961372,58.931454,,,,,,
99.051,58.067589,58.355003,58.962704,58.927441,,,,,,
99.41,58.086483,58.376667,58.968319,58.941177,,,,,,
99.774,58.107693,58.376472,58.970688,58.939487,,,,,,
100.123,58.108448,58.381504,58.954987,58.922287,,,,,,
100.487,58.124538,58.397373,58.976181,58.93536,,,,,,
100.853,58.145508,58.411488,58.974037,58.942192,,,,,,
101.216,58.163296,58.423061,58.973419,58.946918,,,,,,
101.57,58.175007,58.427063,58.981689,58.945576,,,,,,
101.929,58.19083,58.436039,58.972919,58.946205,,,,,,
102.279,58.204704,58.450546,58.980145,58.952152,,,,,,
102.629,58.2159,58.458744,58.977222,58.949226,,,,,,
102.988,58.213978,58.450405,58.969532,58.937691,,,,,,
103.351,58.228355,58.467342,58.976624,58.953758,,,,,,
103.714,58.25008,58.484352,58.982933,58.960491,,,,,,
104.078,58.25145,58.485077,58.983658,58.955448,,,,,,
104.426,58.268188,58.490902,58.981144,58.946308,,,,,,
104.79,58.281963,58.497826,58.98336,58.949379,,,,,,
105.142,58.30135,58.515278,58.994812,58.963825,,,,,,
105.501,58.303638,58.51992,58.990688,58.95863,,,,,,
105.865,58.320637,58.530495,58.992065,58.963215,,,,,,
106.215,58.332779,58.555893,58.995216,58.976837,,,,,,
106.578,58.337521,58.536251,58.990765,58.962769,,,,,,
106.942,58.350334,58.550343,58.984543,58.960823,,,,,,
107.305,58.367199,58.564205,58.99519,58.973392,,,,,,
107.661,58.368916,58.565495,58.990921,58.972328,,,,,,
108.023,58.385696,58.56559,59.007256,58.971996,,,,,,
108.372,58.393852,58.579517,58.995956,58.972023,,,,,,
108.722,58.403381,58.592464,58.992653,58.972992,,,,,,
109.08,58.410534,58.597046,58.999371,58.973938,,,,,,
109.444,58.426907,58.600796,58.993927,58.968925,,,,,,
109.812,58.441647,58.60976,59.00737,58.982155,,,,,,
110.171,58.442924,58.609539,59.003304,58.974453,,,,,,
110.518,58.460579,58.62505,59.009613,58.974781,,,,,,
110.882,58.460579,58.619705,58.995724,58.96944,,,,,,
111.233,58.477303,58.63129,59.009224,58.991062,,,,,,
111.592,58.478443,58.645905,59.009087,58.979382,,,,,,
111.956,58.492744,58.647369,59.003712,58.977856,,,,,,
112.305,58.500797,58.649216,59.013893,58.982693,,,,,,
112.67,58.516853,58.659924,59.016472,58.992325,,,,,,
113.034,58.527676,58.669033,59.008053,58.985401,,,,,,
113.398,58.530174,58.677094,59.015678,58.982769,,,,,,
113.752,58.536514,58.679367,59.013252,58.982693,,,,,,
114.113,58.544376,58.688293,59.024097,58.986061,,,,,,
114.464,58.562355,58.692371,59.011932,58.995052,,,,,,
114.814,58.563454,58.698387,59.020294,58.988026,,,,,,
115.172,58.563717,58.693733,59.007309,58.983589,,,,,,
115.535,58.571705,58.694023,59.006317,58.978962,,,,,,
115.897,58.587074,58.714088,59.0159,58.990471,,,,,,
116.262,58.592983,58.713371,59.017963,58.985054,,,,,,
116.61,58.605328,58.721649,59.025806,58.991615,,,,,,
116.974,58.614998,58.727467,59.017521,58.984184,,,,,,
117.324,58.623619,58.732456,59.022717,58.999424,,,,,,
117.682,58.63065,58.740978,59.018631,58.999184,,,,,,
118.046,58.6292,58.747227,59.018036,58.991749,,,,,,
118.396,58.645172,58.742245,59.008354,58.990402,,,,,,
118.76,58.657127,58.755264,59.027992,59.004917,,,,,,
119.124,58.665916,58.752724,59.030369,59.001305,,,,,,
119.488,58.669701,58.763348,59.030304,59.013206,,,,,,
119.841,58.685238,58.770546,59.021896,59.004162,,,,,,
120.2,58.694851,58.779514,59.033001,59.010136,,,,,,
120.55,58.695148,58.780243,59.029667,59.004025,,,,,,
120.901,58.699032,58.781773,59.028419,58.996578,,,,,,
121.259,58.709221,58.773571,59.019367,58.999706,,,,,,
121.623,58.70615,58.789314,59.02784,58.99493,,,,,,
121.987,58.712929,58.78968,59.035465,59.010464,,,,,,
122.348,58.722923,58.801811,59.03413,59.002079,,,,,,
122.694,58.72448,58.799091,59.0312,58.99765,,,,,,
123.058,58.737122,58.806175,59.034645,59.004303,,,,,,
123.409,58.747814,58.822426,59.044052,59.012642,,,,,,
123.769,58.753521,58.811028,59.038857,59.013855,,,,,,
124.119,58.754883,58.830559,59.034447,59.015217,,,,,,
124.468,58.766232,58.82716,59.044937,59.018654,,,,,,
124.831,58.76981,58.82988,59.042316,59.016888,,,,,,
125.195,58.765167,58.819038,59.029343,59.0037,,,,,,
125.557,58.783463,58.83947,59.031601,59.008308,,,,,,
125.917,58.789108,58.84148,59.03746,59.012245,,,,,,
126.276,58.797276,58.840672,59.046906,59.011009,,,,,,
126.624,58.793106,58.853813,59.037823,59.011539,,,,,,
126.975,58.804214,58.852524,59.032257,59.015591,,,,,,
127.331,58.817596,58.860561,59.043285,59.01572,,,,,,
127.691,58.811329,58.855789,59.024628,59.008389,,,,,,
128.054,58.828896,58.862885,59.046246,59.020607,,,,,,
128.419,58.825493,58.872089,59.041775,59.009083,,,,,,
128.768,58.829834,58.860828,59.042484,59.011929,,,,,,
129.132,58.8437,58.866783,59.040958,59.015316,,,,,,
129.483,58.844761,58.86763,59.039242,59.020226,,,,,,
129.843,58.859379,58.889519,59.045311,59.021591,,,,,,
130.191,58.847904,58.878044,59.032345,59.01482,,,,,,
130.556,58.860706,58.886356,59.041721,59.017151,,,,,,
130.92,58.871941,58.887329,59.040985,59.016415,,,,,,
131.284,58.872696,58.897705,59.052425,59.020588,,,,,,
131.649,58.871834,58.889576,59.040024,59.019726,,,,,,
132.007,58.878845,58.897015,59.051521,59.02182,,,,,,
132.366,58.888199,58.910213,59.037365,59.011295,,,,,,
132.714,58.893894,58.91206,59.038784,59.023827,,,,,,
133.065,58.896137,58.917084,59.045944,59.022011,,,,,,
133.422,58.905701,58.915749,59.053368,59.015549,,,,,,
133.783,58.913551,58.91227,59.048183,59.016987,,,,,,
134.131,58.918743,58.920879,59.044399,59.020466,,,,,,
134.498,58.920319,58.926304,59.057301,59.028667,,,,,,
134.859,58.919567,58.929398,59.043301,59.015949,,,,,,
135.221,58.942814,58.935974,59.04731,59.019104,,,,,,
135.57,58.927227,58.934921,59.049889,59.016769,,,,,,
135.929,58.943684,58.943043,59.05331,59.024891,,,,,,
136.278,58.943348,58.937149,59.04998,59.013657,,,,,,
136.633,58.938663,58.926266,59.03846,59.014099,,,,,,
136.998,58.938206,58.93158,59.038216,59.021549,,,,,,
137.362,58.955341,58.933968,59.046799,59.013252,,,,,,
137.726,58.953934,58.935341,59.046036,59.014839,,,,,,
138.074,58.958862,58.935352,59.037075,59.013569,,,,,,
138.435,58.964294,58.945274,59.049129,59.021564,,,,,,
138.799,58.961674,58.953983,59.044586,59.014885,,,,,,
139.15,58.969444,58.949142,59.056843,59.019024,,,,,,
139.508,58.970303,58.947437,59.050865,59.020309,,,,,,
139.87,58.982044,58.961956,59.054272,59.026279,,,,,,
140.218,58.984596,58.96579,59.057461,59.027119,,,,,,
140.583,58.991966,58.973373,59.052223,59.027008,,,,,,
140.946,58.997402,58.978168,59.056377,59.039711,,,,,,
141.308,59.001362,58.972088,59.053074,59.032776,,,,,,
141.657,58.998421,58.970856,59.052483,59.021713,,,,,,
