Time,Room Temperature,Forced Fanned,Natural Insulated,Natural Uninsulated,P 5,P 6,P 7,P 8,P 9,P 10
460.506,23.229687,30.271175,33.191402,34.218838,,,,,,
460.865,23.232786,30.269598,33.1968,34.218517,,,,,,
461.227,23.22953,30.272631,33.196609,34.213863,,,,,,
461.589,23.227392,30.276239,33.201103,34.219421,,,,,,
461.953,23.219912,30.275967,33.179386,34.210403,,,,,,
462.32,23.23065,30.254934,33.18914,34.213184,,,,,,
462.685,23.231731,30.258875,33.181992,34.212112,,,,,,
463.037,23.229792,30.270741,33.189362,34.207516,,,,,,
463.397,23.226559,30.269499,33.182583,34.212524,,,,,,
463.762,23.219271,30.251328,33.180897,34.205303,,,,,,
464.127,23.220699,30.259554,33.171772,34.209221,,,,,,
464.492,23.224918,30.250492,33.185604,34.209473,,,,,,
464.855,23.222557,30.251728,33.186836,34.203205,,,,,,
465.217,23.219585,30.254507,33.179245,34.202763,,,,,,
465.57,23.210278,30.257614,33.17305,34.202644,,,,,,
465.931,23.227236,30.264618,33.180573,34.210518,,,,,,
466.294,23.215191,30.261423,33.186142,34.203228,,,,,,
466.653,23.20838,30.253401,33.181355,34.197193,,,,,,
467.015,23.206385,30.240849,33.177414,34.191467,,,,,,
467.378,23.203321,30.24461,33.179379,34.187897,,,,,,
467.741,23.203476,30.234375,33.180248,34.19162,,,,,,
468.095,23.20314,30.251776,33.177235,34.189861,,,,,,
468.455,23.196833,30.241385,33.18063,34.189861,,,,,,
468.817,23.185944,30.228054,33.177338,34.182465,,,,,,
469.166,23.193949,30.235294,33.168835,34.171112,,,,,,
469.525,23.198784,30.249773,33.172554,34.187866,,,,,,
469.891,23.191326,30.245407,33.177135,34.187084,,,,,,
470.254,23.18549,30.236917,33.1726,34.183266,,,,,,
470.614,23.180885,30.228043,33.166962,34.171204,,,,,,
470.975,23.179611,30.224985,33.16695,34.176727,,,,,,
471.337,23.183594,30.220165,33.164642,34.168888,,,,,,
471.687,23.189392,30.218943,33.163242,34.161419,,,,,,
472.046,23.208061,30.227108,33.172997,34.168667,,,,,,
472.41,23.20261,30.222944,33.16116,34.168625,,,,,,
472.774,23.224125,30.221937,33.164982,34.1628,,,,,,
473.137,23.218475,30.225637,33.155449,34.16238,,,,,,
473.499,23.224716,30.214106,33.159492,34.171597,,,,,,
473.861,23.225927,30.211189,33.1539,34.163868,,,,,,
474.21,23.231888,30.205111,33.152485,34.159241,,,,,,
474.57,23.232615,30.198847,33.14856,34.160496,,,,,,
474.933,23.245714,30.208107,33.146538,34.16169,,,,,,
475.296,23.23242,30.211016,33.143723,34.157627,,,,,,
475.658,23.233223,30.210379,33.145947,34.155743,,,,,,
476.02,23.236752,30.213886,33.148014,34.154953,,,,,,
476.384,23.239853,30.213028,33.145908,34.159988,,,,,,
476.736,23.245489,30.209137,33.144527,34.162003,,,,,,
477.094,23.246752,30.195881,33.148815,34.158611,,,,,,
477.455,23.249527,30.20294,33.148888,34.165466,,,,,,
477.806,23.252758,30.206511,33.146019,34.158672,,,,,,
478.166,23.25325,30.203236,33.139893,34.154335,,,,,,
478.531,23.251657,30.193771,33.146175,34.15258,,,,,,
478.895,23.242882,30.197588,33.14212,34.146919,,,,,,
479.248,23.254391,30.197922,33.14138,34.150288,,,,,,
479.608,23.254465,30.20104,33.143955,34.148396,,,,,,
479.971,23.252707,30.20001,33.138817,34.147907,,,,,,
480.327,23.265079,30.187407,33.139828,34.144985,,,,,,
480.689,23.264494,30.188438,33.144253,34.15012,,,,,,
481.054,23.263071,30.179678,33.131222,34.14389,,,,,,
481.414,23.2582,30.184509,33.127285,34.141026,,,,,,
481.774,23.250456,30.186306,33.129795,34.128532,,,,,,
482.134,23.251772,30.173641,33.129135,34.138409,,,,,,
482.496,23.247702,30.184286,33.124203,34.137768,,,,,,
482.846,23.265455,30.182049,33.126797,34.133755,,,,,,
483.205,23.260365,30.179676,33.127468,34.12746,,,,,,
483.57,23.264971,30.182463,33.127926,34.136131,,,,,,
483.933,23.265362,30.17873,33.118484,34.139194,,,,,,
484.294,23.270948,30.168339,33.1217,34.136158,,,,,,
484.654,23.273664,30.175518,33.111885,34.127064,,,,,,
485.017,23.280859,30.177834,33.120628,34.12598,,,,,,
485.364,23.27364,30.174955,33.110607,34.121147,,,,,,
485.724,23.266195,30.169884,33.106266,34.11895,,,,,,
486.089,23.274075,30.176285,33.111217,34.118008,,,,,,
486.453,23.272783,30.169626,33.112083,34.119587,,,,,,
486.816,23.267084,30.158228,33.104107,34.110188,,,,,,
487.18,23.260111,30.155596,33.100052,34.124352,,,,,,
487.541,23.273018,30.163589,33.105526,34.121784,,,,,,
487.892,23.266724,30.156614,33.103573,34.105904,,,,,,
488.253,23.263876,30.166506,33.104858,34.107368,,,,,,
488.617,23.269836,30.164188,33.094685,34.112381,,,,,,
488.979,23.265959,30.158901,33.093521,34.107647,,,,,,
489.341,23.276585,30.171255,33.099232,34.11871,,,,,,
489.705,23.264063,30.157196,33.097717,34.106304,,,,,,
490.07,23.253529,30.15192,33.092991,34.109081,,,,,,
490.421,23.259954,30.143438,33.095966,34.107769,,,,,,
490.779,23.255009,30.143358,33.093563,34.098583,,,,,,
491.141,23.258204,30.134352,33.090477,34.101212,,,,,,
491.503,23.263081,30.140455,33.091202,34.098904,,,,,,
491.868,23.264095,30.146658,33.087742,34.093655,,,,,,
492.233,23.265318,30.149666,33.091278,34.09362,,,,,,
492.598,23.263216,30.130915,33.087227,34.087788,,,,,,
492.949,23.263721,30.146107,33.089874,34.099358,,,,,,
493.309,23.261446,30.136681,33.083328,34.090141,,,,,,
493.675,23.260433,30.133163,33.083572,34.099316,,,,,,
494.04,23.261551,30.127647,33.078964,34.092567,,,,,,
494.404,23.251266,30.123873,33.079487,34.088089,,,,,,
494.767,23.23967,30.112524,33.071205,34.08374,,,,,,
495.129,23.241871,30.120087,33.072849,34.081459,,,,,,
495.485,23.238087,30.123489,33.067131,34.080566,,,,,,
495.844,23.238054,30.124174,33.077465,34.085175,,,,,,
496.207,23.230268,30.109985,33.073139,34.084961,,,,,,
496.557,23.237047,30.123533,33.073788,34.082214,,,,,,
496.916,23.241745,30.109392,33.081127,34.089546,,,,,,
497.281,23.228857,30.104641,33.070133,34.077133,,,,,,
497.644,23.23921,30.102751,33.070747,34.078999,,,,,,
498.004,23.236855,30.105604,33.063408,34.06881,,,,,,
498.367,23.242672,30.104937,33.067749,34.087074,,,,,,
498.727,23.236109,30.09465,33.06517,34.075748,,,,,,
499.073,23.240259,30.107018,33.074291,34.082005,,,,,,
499.433,23.224985,30.080368,33.058071,34.066154,,,,,,
499.809,23.23525,30.092545,33.068787,34.072578,,,,,,
500.172,23.236668,30.089653,33.072159,34.075943,,,,,,
500.534,23.22402,30.080841,33.05801,34.059307,,,,,,
500.907,23.229309,30.08807,33.058784,34.063477,,,,,,
501.273,23.235928,30.091961,33.065884,34.067352,,,,,,
501.621,23.220869,30.095087,33.060425,34.06636,,,,,,
501.982,23.228748,30.095217,33.063053,34.064171,,,,,,
502.348,23.222466,30.091658,33.06469,34.066158,,,,,,
502.723,23.224293,30.085592,33.064713,34.064575,,,,,,
503.079,23.226679,30.071838,33.055103,34.064083,,,,,,
503.448,23.228941,30.072475,33.056454,34.059361,,,,,,
503.811,23.225958,30.079542,33.053497,34.063904,,,,,,
504.177,23.237926,30.074244,33.055,34.054337,,,,,,
504.557,23.232824,30.076336,33.04726,34.051243,,,,,,
504.922,23.235199,30.06938,33.049435,34.045563,,,,,,
505.288,23.229649,30.064581,33.043755,34.043633,,,,,,
505.642,23.239132,30.067915,33.056553,34.039993,,,,,,
506.003,23.235912,30.068119,33.04353,34.041447,,,,,,
506.368,23.237932,30.066902,33.050537,34.04327,,,,,,
506.733,23.229139,30.068911,33.053078,34.040806,,,,,,
507.097,23.221649,30.059492,33.045292,34.033386,,,,,,
507.46,23.230637,30.047287,33.049377,34.037647,,,,,,
507.822,23.225595,30.054817,33.042591,34.029617,,,,,,
508.173,23.219376,30.041466,33.040714,34.019882,,,,,,
508.533,23.221842,30.044275,33.054775,34.025898,,,,,,
508.896,23.220467,30.034847,33.042332,34.017391,,,,,,
509.255,23.219213,30.056892,33.044842,34.014542,,,,,,
509.616,23.227676,30.054556,33.047337,34.023823,,,,,,
509.978,23.220318,30.049032,33.044865,34.013672,,,,,,
510.339,23.215761,30.046116,33.040703,34.022373,,,,,,
510.695,23.204214,30.035711,33.031578,34.004501,,,,,,
511.054,23.209053,30.027802,33.039772,34.010727,,,,,,
511.417,23.21113,30.027716,33.035576,34.013855,,,,,,
511.766,23.216879,30.025906,33.038418,34.013836,,,,,,
512.126,23.197456,30.021469,33.028271,33.999237,,,,,,
512.491,23.209301,30.02339,33.030724,33.999901,,,,,,
512.855,23.204567,30.026924,33.025848,34.004494,,,,,,
513.215,23.198887,30.023428,33.023434,34.00333,,,,,,
513.575,23.190348,30.012251,33.014072,33.994869,,,,,,
513.938,23.199066,30.007122,33.021111,33.996189,,,,,,
514.29,23.187296,30.007246,33.012299,33.991131,,,,,,
514.651,23.185675,30.002768,33.006401,33.994167,,,,,,
515.015,23.187637,30.012243,33.009418,33.995041,,,,,,
515.377,23.193462,30.002983,33.012871,33.995277,,,,,,
515.739,23.181807,30.007166,33.001316,33.989265,,,,,,
516.103,23.190981,30.015926,33.009518,33.994961,,,,,,
516.468,23.197575,30.028753,33.009624,33.999889,,,,,,
516.819,23.181225,30.009274,32.998592,33.985474,,,,,,
517.176,23.189938,30.006647,32.998653,33.987858,,,,,,
517.537,23.194498,30.006344,33.000317,33.987911,,,,,,
517.9,23.182194,29.997873,32.998837,33.98661,,,,,,
518.262,23.193708,29.999107,33.001141,33.987129,,,,,,
518.626,23.190071,29.999254,32.998608,33.981918,,,,,,
518.991,23.194036,30.009647,32.998608,33.992096,,,,,,
519.342,23.193932,30.011333,32.996002,33.993599,,,,,,
519.697,23.198814,30.013861,32.997807,33.98933,,,,,,
520.058,23.198759,30.002697,32.996143,33.990883,,,,,,
520.421,23.195223,30.002584,32.99192,33.984879,,,,,,
520.785,23.201971,29.999977,32.994503,33.98996,,,,,,
521.151,23.199392,29.987738,32.992481,33.976688,,,,,,
521.517,23.217503,29.991766,32.992031,33.981953,,,,,,
521.867,23.20496,29.987001,32.986744,33.97274,,,,,,
522.227,23.217241,29.994194,32.986229,33.984016,,,,,,
522.592,23.216837,30.000601,32.990479,33.982723,,,,,,
522.958,23.217222,29.993101,32.993004,33.976498,,,,,,
523.324,23.224916,30.003616,32.994381,33.982693,,,,,,
523.686,23.219536,29.993788,32.983143,33.975754,,,,,,
524.05,23.221188,29.984859,32.984245,33.982746,,,,,,
524.405,23.228899,29.981775,32.979919,33.980209,,,,,,
524.765,23.217093,29.980787,32.980721,33.980656,,,,,,
525.125,23.233101,29.981113,32.980152,33.976517,,,,,,
525.488,23.22714,29.986298,32.976208,33.966858,,,,,,
525.851,23.233541,29.971161,32.972904,33.973736,,,,,,
526.215,23.240942,29.984432,32.976849,33.972679,,,,,,
526.58,23.234207,29.976122,32.972851,33.980827,,,,,,
526.931,23.232721,29.968195,32.973343,33.967033,,,,,,
527.311,23.231508,29.970394,32.973572,33.965294,,,,,,
527.674,23.225138,29.971766,32.965645,33.969341,,,,,,
528.037,23.234735,29.964462,32.957291,33.969383,,,,,,
528.399,23.222628,29.956367,32.961548,33.964172,,,,,,
528.764,23.23218,29.955294,32.959759,33.960781,,,,,,
529.129,23.239351,29.959557,32.962402,33.966995,,,,,,
529.479,23.233919,29.964727,32.960232,33.960541,,,,,,
529.837,23.235466,29.97415,32.968918,33.97261,,,,,,
530.197,23.235928,29.962603,32.970623,33.971638,,,,,,
530.554,23.224995,29.955317,32.957279,33.962769,,,,,,
530.916,23.22049,29.951555,32.956387,33.955448,,,,,,
531.276,23.229065,29.963665,32.956135,33.962875,,,,,,
531.636,23.221006,29.950993,32.945103,33.954174,,,,,,
531.991,23.20788,29.940451,32.949421,33.950275,,,,,,
532.352,23.211191,29.938547,32.953423,33.945698,,,,,,
532.716,23.214386,29.943157,32.94408,33.942432,,,,,,
533.065,23.209352,29.943707,32.953026,33.933697,,,,,,
533.425,23.222488,29.944582,32.95533,33.944748,,,,,,
533.79,23.225292,29.951849,32.950428,33.947525,,,,,,
534.153,23.218288,29.944708,32.947948,33.936123,,,,,,
534.514,23.216206,29.943712,32.945705,33.932808,,,,,,
534.877,23.214392,29.93474,32.954094,33.939045,,,,,,
535.239,23.20932,29.926653,32.952461,33.93259,,,,,,
535.588,23.215771,29.930737,32.952244,33.935947,,,,,,
535.948,23.211613,29.932875,32.954018,33.931473,,,,,,
536.311,23.2138,29.93272,32.946716,33.925068,,,,,,
536.675,23.205355,29.92271,32.951031,33.927235,,,,,,
537.036,23.208921,29.938799,32.952782,33.923981,,,,,,
537.398,23.206001,29.931953,32.956852,33.921623,,,,,,
537.758,23.204056,29.930916,32.95153,33.92041,,,,,,
538.107,23.200495,29.92182,32.956398,33.913486,,,,,,
538.467,23.207405,29.905397,32.953243,33.915691,,,,,,
538.832,23.214962,29.913448,32.945545,33.907822,,,,,,
539.195,23.209909,29.896776,32.933025,33.901745,,,,,,
539.556,23.221451,29.908251,32.945721,33.907822,,,,,,
539.919,23.22378,29.909134,32.94035,33.899773,,,,,,
540.281,23.229597,29.907034,32.946117,33.906075,,,,,,
540.635,23.223955,29.906799,32.939449,33.899055,,,,,,
540.994,23.23414,29.904562,32.951515,33.90361,,,,,,
541.356,23.234463,29.903988,32.947369,33.894466,,,,,,
541.719,23.231438,29.895603,32.945084,33.90004,,,,,,
542.081,23.23933,29.887503,32.935036,33.894646,,,,,,
542.446,23.237354,29.89163,32.937901,33.89465,,,,,,
542.811,23.240349,29.892458,32.950882,33.899227,,,,,,
543.162,23.240629,29.910477,32.947407,33.895573,,,,,,
543.52,23.228981,29.895313,32.938538,33.880459,,,,,,
543.884,23.236576,29.910389,32.942852,33.896736,,,,,,
544.248,23.230001,29.906002,32.943123,33.89415,,,,,,
544.613,23.210594,29.88133,32.935314,33.888134,,,,,,
544.978,23.225029,29.899088,32.943554,33.895653,,,,,,
545.342,23.218487,29.881113,32.93742,33.887741,,,,,,
545.694,23.209219,29.872976,32.936096,33.884274,,,,,,
546.055,23.215645,29.881336,32.944435,33.88707,,,,,,
546.42,23.20487,29.876715,32.938217,33.893536,,,,,,
546.783,23.210016,29.878963,32.940281,33.882919,,,,,,
547.147,23.19523,29.873402,32.922222,33.876839,,,,,,
547.51,23.199064,29.876318,32.932995,33.884926,,,,,,
547.874,23.187157,29.865555,32.93084,33.88509,,,,,,
548.226,23.191637,29.874668,32.942608,33.881317,,,,,,
548.584,23.185322,29.863909,32.929554,33.872738,,,,,,
548.945,23.174944,29.8647,32.929092,33.877811,,,,,,
549.303,23.181383,29.866802,32.935658,33.885979,,,,,,
549.667,23.163025,29.871485,32.924065,33.878323,,,,,,
550.029,23.162775,29.860844,32.935078,33.873432,,,,,,
550.393,23.166323,29.860609,32.931984,33.877129,,,,,,
550.749,23.166349,29.859381,32.924145,33.8759,,,,,,
551.107,23.152004,29.85372,32.916531,33.863476,,,,,,
551.468,23.162216,29.858496,32.913967,33.875023,,,,,,
551.819,23.158953,29.849697,32.918415,33.875717,,,,,,
552.18,23.159765,29.845129,32.924229,33.876701,,,,,,
552.544,23.150728,29.835608,32.915623,33.868103,,,,,,
552.906,23.156815,29.841299,32.920052,33.867882,,,,,,
553.266,23.149839,29.851927,32.914207,33.871689,,,,,,
553.625,23.155516,29.849863,32.914116,33.866417,,,,,,
553.987,23.14386,29.84634,32.912209,33.857903,,,,,,
554.336,23.144316,29.839624,32.910515,33.858356,,,,,,
554.696,23.137871,29.846296,32.907696,33.860718,,,,,,
555.062,23.137484,29.842508,32.90696,33.859623,,,,,,
555.426,23.145645,29.821772,32.902359,33.860207,,,,,,
555.789,23.149921,29.819393,32.896233,33.853729,,,,,,
556.151,23.174961,29.820097,32.901226,33.857288,,,,,,
556.515,23.173996,29.82093,32.904919,33.851334,,,,,,
556.866,23.184401,29.830738,32.902901,33.854141,,,,,,
557.224,23.190155,29.824991,32.897346,33.854664,,,,,,
557.586,23.189707,29.818811,32.896904,33.848328,,,,,,
557.949,23.206003,29.817989,32.897694,33.847866,,,,,,
558.311,23.19305,29.818193,32.887173,33.838245,,,,,,
558.675,23.193399,29.809221,32.887875,33.851093,,,,,,
559.041,23.184015,29.806879,32.878746,33.842327,,,,,,
559.402,23.160784,29.808689,32.877693,33.833954,,,,,,
559.766,23.173822,29.81126,32.880077,33.843124,,,,,,
560.131,23.176046,29.813473,32.876923,33.831039,,,,,,
560.494,23.176626,29.814585,32.871239,33.835361,,,,,,
560.86,23.189041,29.820478,32.883553,33.841415,,,,,,
561.225,23.185461,29.819248,32.881432,33.841976,,,,,,
561.591,23.186991,29.819695,32.87598,33.832062,,,,,,
561.942,23.200253,29.819799,32.877155,33.841095,,,,,,
562.297,23.198513,29.80875,32.874714,33.825619,,,,,,
562.657,23.198786,29.79594,32.868195,33.823925,,,,,,
563.019,23.20121,29.806593,32.873634,33.822754,,,,,,
563.383,23.20159,29.797474,32.871868,33.822598,,,,,,
563.749,23.214981,29.819571,32.871208,33.819973,,,,,,
564.115,23.215342,29.795198,32.864059,33.823009,,,,,,
564.468,23.209017,29.794285,32.86565,33.821205,,,,,,
564.828,23.215204,29.800259,32.86124,33.815727,,,,,,
565.194,23.217218,29.794376,32.858234,33.815937,,,,,,
565.56,23.222488,29.785997,32.863461,33.81348,,,,,,
565.924,23.216934,29.776173,32.854374,33.816727,,,,,,
566.287,23.215878,29.781574,32.863159,33.817287,,,,,,
566.649,23.220663,29.785078,32.861649,33.818279,,,,,,
566.998,23.218754,29.789093,32.866192,33.815674,,,,,,
567.359,23.215559,29.780361,32.862843,33.811794,,,,,,
567.722,23.212391,29.775599,32.859344,33.804367,,,,,,
568.084,23.202366,29.771544,32.858875,33.800323,,,,,,
568.447,23.205256,29.770294,32.858879,33.802296,,,,,,
568.809,23.200291,29.771452,32.85181,33.803268,,,,,,
569.174,23.19504,29.762646,32.857147,33.802708,,,,,,
569.528,23.206766,29.764809,32.863598,33.796291,,,,,,
569.887,23.198656,29.767317,32.863953,33.803257,,,,,,
570.249,23.200689,29.760916,32.851311,33.790268,,,,,,
570.599,23.191895,29.755039,32.847595,33.794415,,,,,,
570.959,23.204113,29.77095,32.858463,33.801701,,,,,,
571.323,23.207605,29.759548,32.843693,33.790512,,,,,,
571.685,23.202503,29.752684,32.846321,33.788315,,,,,,
572.044,23.199457,29.73962,32.84866,33.787796,,,,,,
572.405,23.20315,29.735226,32.846783,33.792526,,,,,,
572.767,23.189657,29.739552,32.840015,33.785767,,,,,,
573.117,23.189283,29.731833,32.840897,33.782715,,,,,,
573.478,23.197948,29.74439,32.847698,33.788445,,,,,,
573.843,23.196276,29.732693,32.845684,33.775536,,,,,,
574.206,23.19742,29.74942,32.851646,33.792385,,,,,,
574.568,23.184387,29.736822,32.83139,33.773399,,,,,,
574.931,23.186729,29.731085,32.83997,33.775185,,,,,,
575.295,23.199562,29.728075,32.843224,33.783436,,,,,,
575.645,23.19042,29.712534,32.835587,33.776161,,,,,,
576.005,23.183605,29.71382,32.836872,33.776196,,,,,,
576.366,23.19072,29.716772,32.842319,33.776279,,,,,,
576.729,23.192751,29.709654,32.839687,33.769722,,,,,,
577.091,23.18952,29.725975,32.832371,33.771339,,,,,,
577.455,23.194126,29.709406,32.835506,33.772331,,,,,,
577.82,23.188719,29.714603,32.82925,33.768047,,,,,,
578.172,23.201794,29.713806,32.84079,33.771893,,,,,,
578.529,23.192987,29.696983,32.827942,33.761738,,,,,,
578.889,23.210892,29.69866,32.829971,33.767693,,,,,,
579.25,23.207262,29.692183,32.826908,33.770527,,,,,,
579.615,23.207045,29.695013,32.823833,33.765667,,,,,,
579.981,23.217224,29.695637,32.833035,33.759861,,,,,,
580.347,23.212172,29.696346,32.825878,33.769676,,,,,,
580.698,23.22311,29.703819,32.828327,33.764797,,,,,,
581.059,23.230219,29.713577,32.829659,33.761486,,,,,,
581.425,23.231375,29.689457,32.81847,33.757095,,,,,,
581.79,23.249367,29.700718,32.822372,33.763138,,,,,,
582.153,23.248756,29.692583,32.824448,33.760387,,,,,,
582.516,23.250713,29.686644,32.816559,33.755184,,,,,,
582.876,23.256363,29.675953,32.812687,33.758995,,,,,,
583.224,23.251492,29.679892,32.806248,33.753452,,,,,,
583.584,23.254374,29.687416,32.808571,33.750416,,,,,,
583.949,23.251509,29.686897,32.799294,33.742218,,,,,,
584.313,23.262957,29.687349,32.812256,33.747669,,,,,,
584.676,23.258457,29.684309,32.808331,33.745354,,,,,,
585.039,23.264498,29.683147,32.806099,33.746338,,,,,,
585.403,23.273458,29.679153,32.805691,33.754864,,,,,,
585.755,23.272322,29.684834,32.805279,33.744091,,,,,,
586.115,23.280344,29.687614,32.806622,33.752579,,,,,,
586.476,23.286098,29.679178,32.808575,33.752567,,,,,,
586.832,23.285265,29.679247,32.808285,33.745312,,,,,,
587.195,23.280972,29.678204,32.805637,33.741592,,,,,,
587.559,23.275217,29.674631,32.804935,33.747856,,,,,,
587.921,23.276497,29.671244,32.807453,33.74305,,,,,,
588.277,23.27828,29.670507,32.803501,33.741959,,,,,,
588.638,23.272873,29.666924,32.80225,33.743923,,,,,,
588.999,23.265032,29.675076,32.803051,33.734188,,,,,,
589.347,23.25914,29.676025,32.80722,33.738884,,,,,,
589.707,23.254776,29.671509,32.803787,33.735455,,,,,,
590.073,23.249868,29.668777,32.800526,33.737911,,,,,,
590.436,23.245195,29.66395,32.795891,33.73328,,,,,,
590.797,23.241875,29.654556,32.79528,33.725349,,,,,,
591.159,23.250208,29.658005,32.798717,33.734856,,,,,,
591.521,23.246883,29.651651,32.801857,33.72924,,,,,,
591.871,23.250458,29.648575,32.790745,33.721172,,,,,,
592.231,23.259666,29.658808,32.796661,33.730122,,,,,,
592.596,23.243809,29.653431,32.788795,33.717796,,,,,,
592.959,23.254795,29.666508,32.792721,33.72422,,,,,,
593.321,23.248692,29.654345,32.791313,33.720852,,,,,,
593.685,23.243441,29.643925,32.793434,33.717255,,,,,,
594.051,23.252451,29.650557,32.787178,33.716537,,,,,,
594.402,23.242216,29.648085,32.787037,33.717648,,,,,,
594.757,23.240961,29.628374,32.778641,33.706398,,,,,,
595.117,23.24824,29.63615,32.783714,33.712898,,,,,,
595.479,23.246044,29.640779,32.7785,33.715725,,,,,,
595.841,23.249283,29.649914,32.787254,33.713932,,,,,,
596.2,23.250282,29.649117,32.782703,33.709923,,,,,,
596.561,23.254322,29.643635,32.779739,33.708748,,,,,,
596.913,23.25235,29.632353,32.778854,33.706436,,,,,,
597.273,23.257433,29.63006,32.776924,33.710403,,,,,,
597.635,23.250834,29.62977,32.77467,33.699932,,,,,,
597.992,23.247974,29.610437,32.770046,33.696026,,,,,,
598.355,23.255531,29.628885,32.768066,33.70298,,,,,,
598.718,23.249994,29.624096,32.773121,33.699635,,,,,,
599.08,23.243948,29.621847,32.76516,33.702751,,,,,,
599.437,23.24399,29.618126,32.766632,33.686539,,,,,,
599.796,23.24358,29.621481,32.77248,33.700066,,,,,,
600.156,23.238522,29.609282,32.764065,33.689156,,,,,,
600.506,23.236439,29.616171,32.766113,33.697094,,,,,,
600.866,23.238852,29.603157,32.771366,33.695377,,,,,,
601.231,23.236103,29.608311,32.769531,33.695511,,,,,,
601.595,23.237253,29.597803,32.757801,33.684147,,,,,,
601.956,23.243341,29.602783,32.760803,33.686253,,,,,,
602.315,23.242069,29.605103,32.7565,33.682671,,,,,,
602.676,23.236071,29.597704,32.749481,33.686012,,,,,,
603.028,23.235481,29.606794,32.752827,33.679535,,,,,,
603.389,23.235853,29.605732,32.758022,33.689014,,,,,,
603.754,23.233927,29.593241,32.746994,33.678886,,,,,,
604.114,23.232695,29.593092,32.757931,33.685883,,,,,,
604.478,23.215277,29.581503,32.74548,33.67094,,,,,,
604.84,23.215351,29.588209,32.75753,33.681194,,,,,,
605.201,23.212622,29.582987,32.743561,33.677956,,,,,,
605.552,23.200436,29.589327,32.745239,33.674809,,,,,,
605.911,23.198776,29.58947,32.743412,33.673878,,,,,,
606.274,23.209732,29.593554,32.750885,33.673485,,,,,,
606.637,23.201244,29.591028,32.747826,33.668465,,,,,,
607.001,23.199291,29.567936,32.73999,33.663849,,,,,,
607.366,23.197062,29.568945,32.741356,33.665749,,,,,,
607.732,23.192249,29.568819,32.746235,33.664196,,,,,,
608.083,23.198595,29.575668,32.749489,33.668697,,,,,,
608.44,23.200527,29.575977,32.742828,33.663288,,,,,,
608.8,23.195835,29.571131,32.743713,33.654888,,,,,,
609.159,23.197159,29.580513,32.744492,33.663521,,,,,,
609.521,23.1964,29.564344,32.744633,33.662769,,,,,,
609.885,23.192423,29.559851,32.736576,33.652756,,,,,,
610.25,23.195965,29.559072,32.734726,33.651623,,,,,,
610.603,23.186483,29.552868,32.730328,33.654549,,,,,,
610.96,23.186651,29.553034,32.736034,33.646675,,,,,,
611.32,23.182486,29.552298,32.741734,33.654339,,,,,,
611.669,23.186338,29.552008,32.738941,33.652264,,,,,,
612.03,23.177874,29.555599,32.729473,33.642445,,,,,,
612.394,23.169683,29.55785,32.726715,33.634506,,,,,,
612.755,23.170424,29.551056,32.734955,33.644882,,,,,,
613.115,23.161671,29.547909,32.728241,33.631924,,,,,,
613.475,23.155849,29.54409,32.734444,33.644371,,,,,,
613.837,23.15222,29.551056,32.734062,33.640953,,,,,,
614.187,23.135612,29.542248,32.732071,33.639858,,,,,,
614.547,23.136179,29.534924,32.727268,33.626125,,,,,,
614.913,23.12632,29.539997,32.717846,33.636898,,,,,,
615.275,23.124611,29.542778,32.72831,33.633778,,,,,,
615.638,23.12537,29.537798,32.723877,33.630241,,,,,,
615.999,23.131784,29.550989,32.72559,33.642315,,,,,,
616.359,23.140118,29.547804,32.729031,33.631641,,,,,,
616.709,23.133051,29.53038,32.71183,33.611416,,,,,,
617.068,23.150707,29.527506,32.719334,33.62838,,,,,,
617.433,23.168726,29.535925,32.722008,33.626232,,,,,,
617.796,23.175947,29.531815,32.715942,33.626244,,,,,,
618.158,23.174803,29.520998,32.727142,33.626717,,,,,,
618.52,23.177294,29.530645,32.724789,33.620613,,,,,,
618.884,23.169527,29.522203,32.715652,33.615055,,,,,,
619.236,23.166563,29.516567,32.707706,33.616226,,,,,,
619.597,23.171162,29.521856,32.718166,33.617569,,,,,,
619.957,23.161949,29.515564,32.718685,33.615051,,,,,,
620.316,23.15729,29.521503,32.713348,33.619183,,,,,,
620.672,23.16423,29.526077,32.712009,33.612843,,,,,,
621.034,23.158564,29.522951,32.71497,33.616337,,,,,,
621.395,23.15387,29.501614,32.711742,33.608112,,,,,,
621.754,23.160166,29.499269,32.709229,33.611137,,,,,,
622.113,23.161322,29.511892,32.710018,33.617821,,,,,,
622.476,23.160295,29.5089,32.715256,33.609123,,,,,,
622.827,23.152308,29.505976,32.706261,33.604065,,,,,,
623.187,23.164495,29.508059,32.700474,33.60257,,,,,,
623.552,23.165951,29.508966,32.711212,33.601151,,,,,,
623.913,23.161358,29.515871,32.711842,33.609459,,,,,,
624.274,23.160563,29.51239,32.715164,33.607063,,,,,,
624.635,23.157192,29.515135,32.715576,33.608727,,,,,,
624.998,23.163225,29.516653,32.715481,33.606667,,,,,,
625.348,23.158932,29.507006,32.706573,33.599377,,,,,,
625.708,23.15984,29.491058,32.694782,33.589378,,,,,,
626.073,23.160666,29.496719,32.705612,33.59877,,,,,,
626.437,23.162325,29.500521,32.699749,33.600414,,,,,,
626.798,23.161789,29.510923,32.71191,33.600422,,,,,,
627.159,23.164448,29.505322,32.702393,33.600555,,,,,,
627.521,23.152933,29.508926,32.693295,33.592537,,,,,,
